"ID","state","state_abbr","reg_rule_abbr","reg_indicator","reg_x","n_id","n_rule","n_type","n_state","reg_type","reg_type_label","reg_rule","reg_rule_label","reg_action","reg_action_label","reg_body","reg_body_label","code_univ_cite","code_state","code_label","code_annotated","code_division","code_section","code_section1","code_section2","code_text","notes","code_year_enacted","code_change_year","code_change_type","section_original","v0","v1","section_code_re","section1","first_element","IDx","idn","id1","id2","id3","id4","type_body_combined","ALLSECTXT"
"MI-DISSOLV-VOLUNT-OT-002","Michigan","MI","VD","Yes",1,2,3,6,41,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","OT","Other","MI Code § 450.252",,"Code","no",,"{SS}: 450.252","{SS}: 450.252","",,"Order of the Court M.C.L. 450.252; Filing with Dept. of Licensing & Regulatory Affairs M.C.L. 450.252",,,,,,,,,,"MI-DISSOLV-VOLUNT-OT",2,"10","1138","id-mi-011","id-1138","Voluntary Dissolutions - Other","{SS}: 450.252"
"MI-DISSOLV-JUDICI-AG-001","Michigan","MI","JD","Yes",1,2,3,6,41,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","AG","Attorney General","MI Code § 450.2821","michigan","Code","no",,"{SS}: 450.2821","{SS}: 450.2821","{SS}: 450.2821","450.2821 Action by attorney general for dissolution of corporation; grounds; other actions.Sec. 821. (1) The attorney general may bring an action in the circuit court for the county in which the principal place of business or registered office of a corporation is located or for Ingham county for dissolution of a corporation on the ground that the corporation has committed any of the following acts: (a) Procured its organization through fraud. (b) Repeatedly, willfully, and materially exceeded the authority conferred on it by law. (c) Repeatedly, willfully, and materially conducted its affairs in an unlawful manner. (2) The enumeration in this section of grounds for dissolution does not exclude any other statutory or common law action by the attorney general for dissolution of a corporation or revocation or forfeiture of its corporate franchises. History: 1982, Act 162, Eff. Jan. 1, 1983 ;-- Am. 2014, Act 557, Imd. Eff. Jan. 15, 2015","M.C.L. 450.2821; M.C.L. 450.2823",,,,,,,,,,"MI-DISSOLV-JUDICI-AG",1,"11","1139","id-mi-012","id-1139","Judicial Dissolutions - AG","{SS}: 450.2821 ;; {SS}: 450.2821"
"MI-DISSOLV-JUDICI-AG-002","Michigan","MI","JD","Yes",1,2,3,6,41,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","AG","Attorney General","MI Code § 450.2823","michigan","Code","no",,"{SS}: 450.2823","{SS}: 450.2823","{SS}: 450.2823","450.2823 Dissolution of corporation by judgment in action brought in court; proof; action for dissolution of charitable purpose corporation.Sec. 823. (1) A corporation that is organized on a stock or membership basis may be dissolved by a judgment entered in an action brought in the circuit court for the county in which the principal place of business or registered office of the corporation is located by 1 or more directors or by 1 or more shareholders or members that are entitled to vote in an election of directors of the corporation, if both of the following are proved: (a) The directors of the corporation, or its shareholders or members if a provision in the articles of incorporation authorized under section 488(1) is in effect, are unable to agree by the requisite vote on material matters respecting management of the corporation's affairs, or the shareholders or members of the corporation are so divided in voting power that they have failed to elect a successor for any director whose term has expired or would have expired on the election and qualification of his or her successor. (b) As a result of a condition stated in subdivision (a), the corporation is unable to carry out its corporate purposes or function effectively in the best interests of its creditors and shareholders or members, if any, or the persons that the corporation is organized to benefit. (2) A corporation that is organized on a directorship basis may be dissolved by a judgment entered in an action brought in the circuit court for the county in which the principal place of business or registered office of the corporation is located by 1 or more directors or by 1 or more other persons that are entitled to vote in an election of 1 or more of the directors of the corporation, if both of the following are proved: (a) The directors of the corporation are unable to agree by the requisite vote on material matters respecting management of the corporation's affairs, or the directors or other persons that are entitled to vote in the election of 1 or more of the directors of the corporation are so divided in voting power that they have failed to elect a successor for any director whose term has expired or would have expired on the election and qualification of his or her successor. (b) As a result of a condition stated in subdivision (a), the corporation is unable to carry out its corporate purposes or function effectively in the best interests of its creditors and shareholders or members, if any, or the persons that the corporation is organized to benefit. (3) A person or persons that files an action for dissolution of a charitable purpose corporation under this section shall give the attorney general written notice of the commencement of the action by mail within 30 days after filing. History: 1982, Act 162, Eff. Jan. 1, 1983 ;-- Am. 2014, Act 557, Imd. Eff. Jan. 15, 2015","M.C.L. 450.2821; M.C.L. 450.2823",,,,,,,,,,"MI-DISSOLV-JUDICI-AG",2,"11","1140","id-mi-013","id-1140","Judicial Dissolutions - AG","{SS}: 450.2823 ;; {SS}: 450.2823"
"MI-DISSOLV-JUDICI-OT-001","Michigan","MI","JD","Yes",1,1,3,6,41,"DISSOLV","Notice or Action for Dissolutions","JUDICI","Judicial Dissolutions","REQMNT","requirement","OT","Other","MI Code § 450.252",,"Code","no",,"{SS}: 450.252","{SS}: 450.252","",,"Filing with Dept. of Licensing & Regulatory Affairs M.C.L. 450.252",,,,,,,,,,"MI-DISSOLV-JUDICI-OT",1,"12","1141","id-mi-014","id-1141","Judicial Dissolutions - Other","{SS}: 450.252"
"MI-DISSOLV-ADMINI-AG-000","Michigan","MI","AD",,0,0,0,6,41,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,,,,,,,,,,,"MI-DISSOLV-ADMINI-AG",0,"13","1142","id-mi-015","id-1142","Administrative Dissolutions - AG",""
"MI-DISSOLV-ADMINI-OT-000","Michigan","MI","AD",,0,0,0,6,41,"DISSOLV","Notice or Action for Dissolutions","ADMINI","Administrative Dissolutions","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,,,,,,,,,,,"MI-DISSOLV-ADMINI-OT",0,"14","1143","id-mi-016","id-1143","Administrative Dissolutions - Other",""
"MI-HOSPCON-STATUT-NS-001","Michigan","MI","HS","No",1,1,1,1,41,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","STATUT","Has Statute","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MI-HOSPCON-STATUT-NS",1,"15","1144","id-mi-017","id-1144","Has Statute",""
"MI-HOSPCON-OVERSI-AG-000","Michigan","MI","NO",,0,0,0,1,41,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","OVERSI","Requires Notice or Oversight","REQMNT","requirement","AG","Attorney General","",,"Code","no",,"","","",,,,,,,,,,,,"MI-HOSPCON-OVERSI-AG",0,"16","1145","id-mi-018","id-1145","Requires Notice or Oversight by AG",""
"MI-HOSPCON-OVERSI-OT-000","Michigan","MI","NO",,0,0,0,1,41,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","OVERSI","Requires Notice or Oversight","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,,,,,,,,,,,"MI-HOSPCON-OVERSI-OT",0,"17","1146","id-mi-019","id-1146","Requires Notice or Oversight by Other",""
"MI-HOSPCON-FILING-OT-000","Michigan","MI","RF",,0,0,0,1,41,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","FILING","Requires Filing","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,,,,,,,,,,,"MI-HOSPCON-FILING-OT",0,"18","1147","id-mi-020","id-1147","Requires Filing - Other",""
"MI-AUDITFI-AUDITS-NS-001","Michigan","MI","RA","Yes",1,1,1,2,41,"AUDITFI","Audits","AUDITS","Requires Audit","REQMNT","requirement","NS","Not Specific","MI Code § 400.273(2)(j)",,"Code","no",,"{SS}: 400.273(2)(j)","{SS}: 400.273(2)(j)","",,"M.C.L. 400.273(2)(j)",,,,,,,,,,"MI-AUDITFI-AUDITS-NS",1,"19","1148","id-mi-021","id-1148","Requires Audit","{SS}: 400.273(2)(j)"
"MI-AUDITFI-THRESH-NS-001","Michigan","MI","AT","$525,000",1,1,1,2,41,"AUDITFI","Audits","THRESH","Audit Threshold","REQMNT","requirement","NS","Not Specific","MI Code § 400.273(3)(a)",,"Code","no",,"{SS}: 400.273(3)(a)","{SS}: 400.273(3)(a)","",,"$525k; $275k - $525k independent financial statement M.C.L. 400.273(3)(a) - $25k increase every 5 years",,,,,,,,,,"MI-AUDITFI-THRESH-NS",1,"20","1149","id-mi-022","id-1149","Audit Threshold","{SS}: 400.273(3)(a)"
"MI-REGILAW-REGIST-NS-001","Michigan","MI","RL","Yes",1,1,1,1,41,"REGILAW","Registration Law","REGIST","Registration Law","EXMPTN","exemption","NS","Not Specific","MI Code § 400.271",,"Code","no",,"{SS}: 400.271","{SS}: 400.271","",,"M.C.L. 400.271 et seq.",,,,,,,,,,"MI-REGILAW-REGIST-NS",1,"21","1150","id-mi-023","id-1150","Registration Law","{SS}: 400.271"
"MI-ORGTYPE-RELIGI-NS-001","Michigan","MI","RO","Yes",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","RELIGI","Religious Organizations","EXMPTN","exemption","NS","Not Specific","MI Code § 400.272(a)(i)",,"Code","no",,"{SS}: 400.272(a)(i)","{SS}: 400.272(a)(i)","",,"M.C.L. 400.272(a)(i)",,,,,,,,,,"MI-ORGTYPE-RELIGI-NS",1,"22","1151","id-mi-024","id-1151","Religious Organizations","{SS}: 400.272(a)(i)"
"MI-ORGTYPE-EDUCAT-NS-001","Michigan","MI","EI","Yes",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","EDUCAT","Educational Institutions","EXMPTN","exemption","NS","Not Specific","MI Code § 400.283(d)",,"Code","no",,"{SS}: 400.283(d)","{SS}: 400.283(d)","",,"M.C.L. 400.283(d)",,,,,,,,,,"MI-ORGTYPE-EDUCAT-NS",1,"24","1153","id-mi-025","id-1153","Educational Institutions","{SS}: 400.283(d)"
"MI-ORGTYPE-GOVMNT-NS-001","Michigan","MI","GO","Yes",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","GOVMNT","Governmental Organizations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"Exempt from Registration",,,,,,,,,,"MI-ORGTYPE-GOVMNT-NS",1,"25","1154","id-mi-026","id-1154","Governmental Organizations",""
"MI-ORGTYPE-HOSPIT-NS-001","Michigan","MI","HO","Yes",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","HOSPIT","Hospitals","EXMPTN","exemption","NS","Not Specific","MI Code § 400.283(g)",,"Code","no",,"{SS}: 400.283(g)","{SS}: 400.283(g)","",,"""A licensed hospital, hospital-based foundation, or hospital auxiliary that solicits funds solely for 1 or more licensed hospitals."" M.C.L. 400.283(g)",,,,,,,,,,"MI-ORGTYPE-HOSPIT-NS",1,"26","1155","id-mi-027","id-1155","Hospitals","{SS}: 400.283(g)"
"MI-ORGTYPE-VETERA-NS-001","Michigan","MI","VO","Yes",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","VETERA","Veterans organizations","EXMPTN","exemption","NS","Not Specific","MI Code § 400.283(e",,"Code","no",,"{SS}: 400.283(e","{SS}: 400.283(e","",,"M.C.L. 400.283(e )",,,,,,,,,,"MI-ORGTYPE-VETERA-NS",1,"27","1156","id-mi-028","id-1156","Veterans organizations","{SS}: 400.283(e"
"MI-ORGTYPE-FNDYES-NS-001","Michigan","MI","FD","No",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","FNDYES","Foundations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MI-ORGTYPE-FNDYES-NS",1,"28","1157","id-mi-029","id-1157","Foundations",""
"MI-ORGTYPE-CTRUST-NS-001","Michigan","MI","CT","No",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","CTRUST","Charitable Trusts","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MI-ORGTYPE-CTRUST-NS",1,"30","1159","id-mi-030","id-1159","Charitable Trusts",""
"MI-ORGTYPE-PTOEDU-NS-001","Michigan","MI","PT","No",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","PTOEDU","Parent-Teacher Organizations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MI-ORGTYPE-PTOEDU-NS",1,"31","1160","id-mi-031","id-1160","Parent-Teacher Organizations",""
"MI-ORGTYPE-CONGRE-NS-001","Michigan","MI","RC","No",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","CONGRE","Reports to congress","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MI-ORGTYPE-CONGRE-NS",1,"32","1161","id-mi-032","id-1161","Reports to congress",""
"MI-ORGTYPE-NONSOL-NS-001","Michigan","MI","NS","Yes",1,1,1,13,41,"ORGTYPE","Exemptions from Registering for Specific Organization Types","NONSOL","Non-soliciting","EXMPTN","exemption","NS","Not Specific","MI Code § 400.273(1)",,"Code","no",,"{SS}: 400.273(1)","{SS}: 400.273(1)","",,"M.C.L. 400.273(1)",,,,,,,,,,"MI-ORGTYPE-NONSOL-NS",1,"33","1162","id-mi-033","id-1162","Non-soliciting","{SS}: 400.273(1)"
